Pair	Cnt	BinomQ	BinomP
chr16_68595000_68600000-chr16_68680000_68685000	2	0.74604	0.499545
chr16_68680000_68685000-chr16_68765000_68770000	4	0.584454	0.13268
chr16_68720000_68725000-chr16_68805000_68810000	5	0.498811	0.0542806
chr16_68765000_68770000-chr16_68850000_68855000	1	0.814803	0.746446
chr16_68870000_68875000-chr16_68955000_68960000	4	0.584454	0.13268
chr16_6895000_6900000-chr16_6980000_6985000	0	0.944776	0.931045
chr16_69005000_69010000-chr16_69090000_69095000	7	0.238129	0.00617296
chr16_69315000_69320000-chr16_69400000_69405000	4	0.584454	0.13268
chr16_69450000_69455000-chr16_69535000_69540000	4	0.584454	0.13268
chr16_69590000_69595000-chr16_69675000_69680000	5	0.498811	0.0542806
chr16_6980000_6985000-chr16_7065000_7070000	2	0.74604	0.499545
chr16_70100000_70105000-chr16_70185000_70190000	4	0.584454	0.13268
chr16_70310000_70315000-chr16_70395000_70400000	1	0.814803	0.746446
chr16_70445000_70450000-chr16_70530000_70535000	3	0.603182	0.279563
chr16_70470000_70475000-chr16_70555000_70560000	3	0.603182	0.279563
chr16_70700000_70705000-chr16_70785000_70790000	8	0.127226	0.00175868
chr16_7070000_7075000-chr16_7155000_7160000	3	0.603182	0.279563
chr16_70705000_70710000-chr16_70790000_70795000	6	0.372332	0.0194365
chr16_7120000_7125000-chr16_7205000_7210000	2	0.74604	0.499545
chr16_71225000_71230000-chr16_71310000_71315000	1	0.814803	0.746446
chr16_71310000_71315000-chr16_71395000_71400000	2	0.74604	0.499545
chr16_71530000_71535000-chr16_71615000_71620000	3	0.603182	0.279563
chr16_7155000_7160000-chr16_7240000_7245000	1	0.814803	0.746446
chr16_71625000_71630000-chr16_71710000_71715000	1	0.814803	0.746446
chr16_71725000_71730000-chr16_71810000_71815000	2	0.74604	0.499545
chr16_72090000_72095000-chr16_72175000_72180000	2	0.74604	0.499545
chr16_7230000_7235000-chr16_7315000_7320000	2	0.74604	0.499545
chr16_7240000_7245000-chr16_7325000_7330000	4	0.584454	0.13268
chr16_72480000_72485000-chr16_72565000_72570000	1	0.814803	0.746446
chr16_72500000_72505000-chr16_72585000_72590000	1	0.814803	0.746446
chr16_72585000_72590000-chr16_72670000_72675000	3	0.603182	0.279563
chr16_72600000_72605000-chr16_72685000_72690000	1	0.814803	0.746446
chr16_72605000_72610000-chr16_72690000_72695000	4	0.584454	0.13268
chr16_7270000_7275000-chr16_7355000_7360000	1	0.814803	0.746446
chr16_72840000_72845000-chr16_72925000_72930000	1	0.814803	0.746446
chr16_72845000_72850000-chr16_72930000_72935000	3	0.603182	0.279563
chr16_72930000_72935000-chr16_73015000_73020000	1	0.814803	0.746446
chr16_73025000_73030000-chr16_73110000_73115000	2	0.74604	0.499545
chr16_73110000_73115000-chr16_73195000_73200000	1	0.814803	0.746446
chr16_73170000_73175000-chr16_73255000_73260000	0	0.944776	0.931045
chr16_73180000_73185000-chr16_73265000_73270000	1	0.814803	0.746446
chr16_73255000_73260000-chr16_73340000_73345000	1	0.814803	0.746446
chr16_7330000_7335000-chr16_7415000_7420000	1	0.814803	0.746446
chr16_7355000_7360000-chr16_7440000_7445000	3	0.603182	0.279563
chr16_73585000_73590000-chr16_73670000_73675000	1	0.814803	0.746446
chr16_73675000_73680000-chr16_73760000_73765000	3	0.603182	0.279563
chr16_73710000_73715000-chr16_73795000_73800000	2	0.74604	0.499545
chr16_7375000_7380000-chr16_7460000_7465000	0	0.944776	0.931045
chr16_74240000_74245000-chr16_74325000_74330000	0	0.944776	0.931045
chr16_7440000_7445000-chr16_7525000_7530000	1	0.814803	0.746446
chr16_74430000_74435000-chr16_74515000_74520000	2	0.74604	0.499545
chr16_7450000_7455000-chr16_7535000_7540000	2	0.74604	0.499545
chr16_74515000_74520000-chr16_74600000_74605000	5	0.498811	0.0542806
chr16_74650000_74655000-chr16_74735000_74740000	3	0.603182	0.279563
chr16_74700000_74705000-chr16_74785000_74790000	0	0.944776	0.931045
chr16_74710000_74715000-chr16_74795000_74800000	1	0.814803	0.746446
chr16_74740000_74745000-chr16_74825000_74830000	2	0.74604	0.499545
chr16_74995000_75000000-chr16_75080000_75085000	0	0.944776	0.931045
chr16_75225000_75230000-chr16_75310000_75315000	0	0.944776	0.931045
chr16_75295000_75300000-chr16_75380000_75385000	6	0.372332	0.0194365
chr16_75355000_75360000-chr16_75440000_75445000	1	0.814803	0.746446
chr16_75460000_75465000-chr16_75545000_75550000	4	0.584454	0.13268
chr16_75495000_75500000-chr16_75580000_75585000	3	0.603182	0.279563
chr16_75575000_75580000-chr16_75660000_75665000	2	0.74604	0.499545
chr16_75975000_75980000-chr16_76060000_76065000	2	0.74604	0.499545
chr16_76465000_76470000-chr16_76550000_76555000	5	0.498811	0.0542806
chr16_76800000_76805000-chr16_76885000_76890000	1	0.814803	0.746446
chr16_76885000_76890000-chr16_76970000_76975000	2	0.74604	0.499545
chr16_76925000_76930000-chr16_77010000_77015000	2	0.74604	0.499545
chr16_76990000_76995000-chr16_77075000_77080000	2	0.74604	0.499545
chr16_77125000_77130000-chr16_77210000_77215000	1	0.814803	0.746446
chr16_77265000_77270000-chr16_77350000_77355000	0	0.944776	0.931045
chr16_77430000_77435000-chr16_77515000_77520000	2	0.74604	0.499545
chr16_77465000_77470000-chr16_77550000_77555000	4	0.584454	0.13268
chr16_77640000_77645000-chr16_77725000_77730000	2	0.74604	0.499545
chr16_77670000_77675000-chr16_77755000_77760000	2	0.74604	0.499545
chr16_77685000_77690000-chr16_77770000_77775000	0	0.944776	0.931045
chr16_77700000_77705000-chr16_77785000_77790000	4	0.584454	0.13268
chr16_77925000_77930000-chr16_78010000_78015000	3	0.603182	0.279563
chr16_78110000_78115000-chr16_78195000_78200000	3	0.603182	0.279563
chr16_78190000_78195000-chr16_78275000_78280000	2	0.74604	0.499545
chr16_7835000_7840000-chr16_7920000_7925000	4	0.584454	0.13268
chr16_78450000_78455000-chr16_78535000_78540000	1	0.814803	0.746446
chr16_7845000_7850000-chr16_7930000_7935000	1	0.814803	0.746446
chr16_7870000_7875000-chr16_7955000_7960000	2	0.74604	0.499545
chr16_78735000_78740000-chr16_78820000_78825000	2	0.74604	0.499545
chr16_78820000_78825000-chr16_78905000_78910000	5	0.498811	0.0542806
chr16_7885000_7890000-chr16_7970000_7975000	2	0.74604	0.499545
chr16_78910000_78915000-chr16_78995000_79000000	2	0.74604	0.499545
chr16_78970000_78975000-chr16_79055000_79060000	2	0.74604	0.499545
chr16_79125000_79130000-chr16_79210000_79215000	2	0.74604	0.499545
chr16_79295000_79300000-chr16_79380000_79385000	2	0.74604	0.499545
chr16_79620000_79625000-chr16_79705000_79710000	2	0.74604	0.499545
chr16_79930000_79935000-chr16_80015000_80020000	2	0.74604	0.499545
chr16_800000_805000-chr16_885000_890000	3	0.603182	0.279563
chr16_80050000_80055000-chr16_80135000_80140000	2	0.74604	0.499545
chr16_80165000_80170000-chr16_80250000_80255000	2	0.74604	0.499545
chr16_8055000_8060000-chr16_8140000_8145000	4	0.584454	0.13268
chr16_80800000_80805000-chr16_80885000_80890000	2	0.74604	0.499545
chr16_80810000_80815000-chr16_80895000_80900000	4	0.584454	0.13268
chr16_80860000_80865000-chr16_80945000_80950000	1	0.814803	0.746446
chr16_80885000_80890000-chr16_80970000_80975000	2	0.74604	0.499545
chr16_80925000_80930000-chr16_81010000_81015000	4	0.584454	0.13268
chr16_80955000_80960000-chr16_81040000_81045000	4	0.584454	0.13268
chr16_81090000_81095000-chr16_81175000_81180000	1	0.814803	0.746446
chr16_8140000_8145000-chr16_8225000_8230000	1	0.814803	0.746446
chr16_81545000_81550000-chr16_81630000_81635000	6	0.372332	0.0194365
chr16_81575000_81580000-chr16_81660000_81665000	3	0.603182	0.279563
chr16_81655000_81660000-chr16_81740000_81745000	7	0.238129	0.00617296
chr16_82140000_82145000-chr16_82225000_82230000	3	0.603182	0.279563
chr16_82190000_82195000-chr16_82275000_82280000	5	0.498811	0.0542806
chr16_82200000_82205000-chr16_82285000_82290000	1	0.814803	0.746446
chr16_82230000_82235000-chr16_82315000_82320000	0	0.944776	0.931045
chr16_82285000_82290000-chr16_82370000_82375000	1	0.814803	0.746446
chr16_82370000_82375000-chr16_82455000_82460000	3	0.603182	0.279563
chr16_82565000_82570000-chr16_82650000_82655000	2	0.74604	0.499545
chr16_82595000_82600000-chr16_82680000_82685000	1	0.814803	0.746446
chr16_82620000_82625000-chr16_82705000_82710000	2	0.74604	0.499545
chr16_82625000_82630000-chr16_82710000_82715000	4	0.584454	0.13268
chr16_82680000_82685000-chr16_82765000_82770000	3	0.603182	0.279563
chr16_82765000_82770000-chr16_82850000_82855000	2	0.74604	0.499545
chr16_82850000_82855000-chr16_82935000_82940000	2	0.74604	0.499545
chr16_83015000_83020000-chr16_83100000_83105000	2	0.74604	0.499545
chr16_83190000_83195000-chr16_83275000_83280000	0	0.944776	0.931045
chr16_83275000_83280000-chr16_83360000_83365000	4	0.584454	0.13268
chr16_83290000_83295000-chr16_83375000_83380000	0	0.944776	0.931045
chr16_83410000_83415000-chr16_83495000_83500000	2	0.74604	0.499545
chr16_83685000_83690000-chr16_83770000_83775000	7	0.238129	0.00617296
chr16_83850000_83855000-chr16_83935000_83940000	2	0.74604	0.499545
chr16_84150000_84155000-chr16_84235000_84240000	3	0.603182	0.279563
chr16_84235000_84240000-chr16_84320000_84325000	3	0.603182	0.279563
chr16_84265000_84270000-chr16_84350000_84355000	3	0.603182	0.279563
chr16_84310000_84315000-chr16_84395000_84400000	1	0.814803	0.746446
chr16_84370000_84375000-chr16_84455000_84460000	4	0.584454	0.13268
chr16_84395000_84400000-chr16_84480000_84485000	4	0.584454	0.13268
chr16_84420000_84425000-chr16_84505000_84510000	2	0.74604	0.499545
chr16_84450000_84455000-chr16_84535000_84540000	3	0.603182	0.279563
chr16_84455000_84460000-chr16_84540000_84545000	2	0.74604	0.499545
chr16_84650000_84655000-chr16_84735000_84740000	3	0.603182	0.279563
chr16_84765000_84770000-chr16_84850000_84855000	2	0.74604	0.499545
chr16_84925000_84930000-chr16_85010000_85015000	3	0.603182	0.279563
chr16_85340000_85345000-chr16_85425000_85430000	5	0.498811	0.0542806
chr16_85425000_85430000-chr16_85510000_85515000	2	0.74604	0.499545
chr16_85450000_85455000-chr16_85535000_85540000	5	0.498811	0.0542806
chr16_85485000_85490000-chr16_85570000_85575000	6	0.372332	0.0194365
chr16_85510000_85515000-chr16_85595000_85600000	3	0.603182	0.279563
chr16_85570000_85575000-chr16_85655000_85660000	3	0.603182	0.279563
chr16_85590000_85595000-chr16_85675000_85680000	2	0.74604	0.499545
chr16_85635000_85640000-chr16_85720000_85725000	0	0.944776	0.931045
chr16_85650000_85655000-chr16_85735000_85740000	6	0.372332	0.0194365
chr16_85675000_85680000-chr16_85760000_85765000	1	0.814803	0.746446
chr16_85735000_85740000-chr16_85820000_85825000	3	0.603182	0.279563
chr16_85810000_85815000-chr16_85895000_85900000	2	0.74604	0.499545
chr16_86000000_86005000-chr16_86085000_86090000	1	0.814803	0.746446
chr16_860000_865000-chr16_945000_950000	5	0.498811	0.0542806
chr16_86355000_86360000-chr16_86440000_86445000	5	0.498811	0.0542806
chr16_86535000_86540000-chr16_86620000_86625000	1	0.814803	0.746446
chr16_86905000_86910000-chr16_86990000_86995000	2	0.74604	0.499545
chr16_8695000_8700000-chr16_8780000_8785000	3	0.603182	0.279563
chr16_87415000_87420000-chr16_87500000_87505000	1	0.814803	0.746446
chr16_87445000_87450000-chr16_87530000_87535000	1	0.814803	0.746446
chr16_87460000_87465000-chr16_87545000_87550000	4	0.584454	0.13268
chr16_875000_880000-chr16_960000_965000	2	0.74604	0.499545
chr16_87545000_87550000-chr16_87630000_87635000	6	0.372332	0.0194365
chr16_87635000_87640000-chr16_87720000_87725000	7	0.238129	0.00617296
chr16_87640000_87645000-chr16_87725000_87730000	1	0.814803	0.746446
chr16_87700000_87705000-chr16_87785000_87790000	2	0.74604	0.499545
chr16_87725000_87730000-chr16_87810000_87815000	1	0.814803	0.746446
chr16_87785000_87790000-chr16_87870000_87875000	1	0.814803	0.746446
chr16_88225000_88230000-chr16_88310000_88315000	6	0.372332	0.0194365
chr16_88230000_88235000-chr16_88315000_88320000	9	0.0565486	0.000453814
chr16_88685000_88690000-chr16_88770000_88775000	1	0.814803	0.746446
chr16_88830000_88835000-chr16_88915000_88920000	1	0.814803	0.746446
chr16_88925000_88930000-chr16_89010000_89015000	5	0.498811	0.0542806
chr16_8895000_8900000-chr16_8980000_8985000	4	0.584454	0.13268
chr16_89010000_89015000-chr16_89095000_89100000	2	0.74604	0.499545
chr16_89105000_89110000-chr16_89190000_89195000	2	0.74604	0.499545
chr16_89140000_89145000-chr16_89225000_89230000	6	0.372332	0.0194365
chr16_895000_900000-chr16_980000_985000	5	0.498811	0.0542806
chr16_89560000_89565000-chr16_89645000_89650000	2	0.74604	0.499545
chr16_89645000_89650000-chr16_89730000_89735000	7	0.238129	0.00617296
chr16_89650000_89655000-chr16_89735000_89740000	6	0.372332	0.0194365
chr16_8980000_8985000-chr16_9065000_9070000	6	0.372332	0.0194365
chr16_9100000_9105000-chr16_9185000_9190000	1	0.814803	0.746446
chr16_9110000_9115000-chr16_9195000_9200000	5	0.498811	0.0542806
chr16_9510000_9515000-chr16_9595000_9600000	2	0.74604	0.499545
chr16_975000_980000-chr16_1060000_1065000	4	0.584454	0.13268
chr16_10015000_10020000-chr16_10105000_10110000	3	0.584454	0.230021
chr16_10105000_10110000-chr16_10195000_10200000	4	0.584454	0.10103
chr16_10175000_10180000-chr16_10265000_10270000	0	0.931031	0.913245
chr16_10245000_10250000-chr16_10335000_10340000	0	0.931031	0.913245
chr16_10250000_10255000-chr16_10340000_10345000	2	0.74604	0.441391
chr16_10620000_10625000-chr16_10710000_10715000	1	0.792905	0.700943
chr16_11035000_11040000-chr16_11125000_11130000	2	0.74604	0.441391
chr16_11125000_11130000-chr16_11215000_11220000	1	0.792905	0.700943
chr16_1115000_1120000-chr16_1205000_1210000	4	0.584454	0.10103
chr16_11175000_11180000-chr16_11265000_11270000	2	0.74604	0.441391
chr16_11185000_11190000-chr16_11275000_11280000	2	0.74604	0.441391
chr16_11265000_11270000-chr16_11355000_11360000	3	0.584454	0.230021
chr16_11530000_11535000-chr16_11620000_11625000	3	0.584454	0.230021
chr16_11595000_11600000-chr16_11685000_11690000	5	0.480918	0.0381071
chr16_11715000_11720000-chr16_11805000_11810000	0	0.931031	0.913245
chr16_11955000_11960000-chr16_12045000_12050000	1	0.792905	0.700943
chr16_12045000_12050000-chr16_12135000_12140000	3	0.584454	0.230021
chr16_12310000_12315000-chr16_12400000_12405000	2	0.74604	0.441391
chr16_12370000_12375000-chr16_12460000_12465000	2	0.74604	0.441391
chr16_12450000_12455000-chr16_12540000_12545000	2	0.74604	0.441391
chr16_12470000_12475000-chr16_12560000_12565000	5	0.480918	0.0381071
chr16_12480000_12485000-chr16_12570000_12575000	2	0.74604	0.441391
chr16_12585000_12590000-chr16_12675000_12680000	1	0.792905	0.700943
chr16_12655000_12660000-chr16_12745000_12750000	2	0.74604	0.441391
chr16_12665000_12670000-chr16_12755000_12760000	3	0.584454	0.230021
chr16_12700000_12705000-chr16_12790000_12795000	4	0.584454	0.10103
chr16_13005000_13010000-chr16_13095000_13100000	1	0.792905	0.700943
chr16_13200000_13205000-chr16_13290000_13295000	1	0.792905	0.700943
chr16_13295000_13300000-chr16_13385000_13390000	2	0.74604	0.441391
chr16_13325000_13330000-chr16_13415000_13420000	1	0.792905	0.700943
chr16_13745000_13750000-chr16_13835000_13840000	3	0.584454	0.230021
chr16_13760000_13765000-chr16_13850000_13855000	1	0.792905	0.700943
chr16_13860000_13865000-chr16_13950000_13955000	2	0.74604	0.441391
chr16_14465000_14470000-chr16_14555000_14560000	1	0.792905	0.700943
chr16_15740000_15745000-chr16_15830000_15835000	1	0.792905	0.700943
chr16_15885000_15890000-chr16_15975000_15980000	2	0.74604	0.441391
chr16_16175000_16180000-chr16_16265000_16270000	1	0.792905	0.700943
chr16_16260000_16265000-chr16_16350000_16355000	4	0.584454	0.10103
chr16_16980000_16985000-chr16_17070000_17075000	1	0.792905	0.700943
chr16_17175000_17180000-chr16_17265000_17270000	2	0.74604	0.441391
chr16_17240000_17245000-chr16_17330000_17335000	3	0.584454	0.230021
chr16_17335000_17340000-chr16_17425000_17430000	2	0.74604	0.441391
chr16_17605000_17610000-chr16_17695000_17700000	2	0.74604	0.441391
chr16_17775000_17780000-chr16_17865000_17870000	1	0.792905	0.700943
chr16_1780000_1785000-chr16_1870000_1875000	4	0.584454	0.10103
chr16_17820000_17825000-chr16_17910000_17915000	1	0.792905	0.700943
chr16_17845000_17850000-chr16_17935000_17940000	2	0.74604	0.441391
chr16_17895000_17900000-chr16_17985000_17990000	1	0.792905	0.700943
chr16_17985000_17990000-chr16_18075000_18080000	3	0.584454	0.230021
chr16_18055000_18060000-chr16_18145000_18150000	1	0.792905	0.700943
chr16_18790000_18795000-chr16_18880000_18885000	9	0.0370465	0.00022618
chr16_19160000_19165000-chr16_19250000_19255000	0	0.931031	0.913245
chr16_19240000_19245000-chr16_19330000_19335000	1	0.792905	0.700943
chr16_19250000_19255000-chr16_19340000_19345000	5	0.480918	0.0381071
chr16_19285000_19290000-chr16_19375000_19380000	2	0.74604	0.441391
chr16_19335000_19340000-chr16_19425000_19430000	2	0.74604	0.441391
chr16_19935000_19940000-chr16_20025000_20030000	1	0.792905	0.700943
chr16_2000000_2005000-chr16_2090000_2095000	1	0.792905	0.700943
chr16_20025000_20030000-chr16_20115000_20120000	2	0.74604	0.441391
chr16_20050000_20055000-chr16_20140000_20145000	4	0.584454	0.10103
chr16_2055000_2060000-chr16_2145000_2150000	7	0.182421	0.00366002
chr16_20615000_20620000-chr16_20705000_20710000	1	0.792905	0.700943
chr16_20855000_20860000-chr16_20945000_20950000	5	0.480918	0.0381071
chr16_21015000_21020000-chr16_21105000_21110000	2	0.74604	0.441391
chr16_21150000_21155000-chr16_21240000_21245000	2	0.74604	0.441391
chr16_21535000_21540000-chr16_21625000_21630000	2	0.74604	0.441391
chr16_22000000_22005000-chr16_22090000_22095000	3	0.584454	0.230021
chr16_22685000_22690000-chr16_22775000_22780000	3	0.584454	0.230021
chr16_22885000_22890000-chr16_22975000_22980000	6	0.304463	0.0125501
chr16_22900000_22905000-chr16_22990000_22995000	7	0.182421	0.00366002
chr16_22910000_22915000-chr16_23000000_23005000	4	0.584454	0.10103
chr16_23050000_23055000-chr16_23140000_23145000	1	0.792905	0.700943
chr16_23140000_23145000-chr16_23230000_23235000	2	0.74604	0.441391
chr16_23280000_23285000-chr16_23370000_23375000	4	0.584454	0.10103
chr16_23315000_23320000-chr16_23405000_23410000	3	0.584454	0.230021
chr16_23455000_23460000-chr16_23545000_23550000	2	0.74604	0.441391
chr16_23580000_23585000-chr16_23670000_23675000	1	0.792905	0.700943
chr16_23670000_23675000-chr16_23760000_23765000	1	0.792905	0.700943
chr16_23810000_23815000-chr16_23900000_23905000	2	0.74604	0.441391
chr16_23845000_23850000-chr16_23935000_23940000	2	0.74604	0.441391
chr16_24085000_24090000-chr16_24175000_24180000	2	0.74604	0.441391
chr16_24335000_24340000-chr16_24425000_24430000	4	0.584454	0.10103
chr16_24530000_24535000-chr16_24620000_24625000	1	0.792905	0.700943
chr16_2455000_2460000-chr16_2545000_2550000	3	0.584454	0.230021
chr16_24575000_24580000-chr16_24665000_24670000	3	0.584454	0.230021
chr16_24745000_24750000-chr16_24835000_24840000	3	0.584454	0.230021
chr16_24835000_24840000-chr16_24925000_24930000	4	0.584454	0.10103
chr16_24935000_24940000-chr16_25025000_25030000	2	0.74604	0.441391
chr16_25035000_25040000-chr16_25125000_25130000	2	0.74604	0.441391
chr16_25040000_25045000-chr16_25130000_25135000	3	0.584454	0.230021
chr16_25090000_25095000-chr16_25180000_25185000	2	0.74604	0.441391
chr16_25250000_25255000-chr16_25340000_25345000	1	0.792905	0.700943
chr16_25330000_25335000-chr16_25420000_25425000	3	0.584454	0.230021
chr16_25375000_25380000-chr16_25465000_25470000	1	0.792905	0.700943
chr16_25540000_25545000-chr16_25630000_25635000	1	0.792905	0.700943
chr16_2555000_2560000-chr16_2645000_2650000	9	0.0370465	0.00022618
